Item UPC,Top 500,ID,UPC,Product ID,Sequence,Manufacturer,Distributor,Brand,Product Description,Product Size,Drug Interactions,Directions,Indications,Ingredients,Vitamin and Minerals,Low Fat,Low Sodium,Fat Free,Sugar Free,Good Source of Fiber,Vegan,Vegetarian,Lactose Fre,Flavor,Antibiotic Free,Temperature Indicator,Wheat Free,Gluten Free,Hormone Free,Natural,Nitrates Free,Nitrites Free,Organic,Peanut Free,Ready to Cook,Ready to Heat,Dairy Free,Egg Free,Kosher Codes,Recycle Codes,NDC Code,Country of Origin
644209410200,111,55592,00644209410200,e91dee10-a44f-11e1-8f1a-005056ab0051,1,Pinnacle Foods Group LLC,Pinnacle Foods Group LLC,Duncan Hines,Duncan Hines Decadent Classic Cake Mix Classic Yellow,,,"You will need.
3 large eggs.
1 cup water.
1/3 cup vegetable oil.
Baking instructions:
1. Prep 350 degrees F.
Preheat oven to 350 degrees F for metal and glass pans, 325 degrees F for dark or coated pans*.
Grease sides and bottom of each pan with shortening or oil spray.
Flour lightly. (Use baking cups for cupcakes.).
2. Mix.
Blend cake mix, water, oil and eggs in a large bowl at low speed until moistened (about 30 seconds).
Beat at medium speed for 2 minutes.
Pour batter in pans and bake immediately.
3. Bake.
Bake following chart below. *Add 3-5 minutes to bake time for dark or coated pans. Cake is done when toothpick inserted in center comes out clean.
Cool in pan on wire rack for 15 minutes. Cool completely before frosting.
Pan size - 2 8-inch - 2 9-inch - 13 x 9-inch - Bundt??** - 24 cupcakes.
Bake time - 26-31 min. - 23-28 min. - 23-28 min. - 33-36 min. - 18-21 min.
Lower fat recipe: prepare and bake following the directions above except using 3/4 cup water, 1/3 cup unsweetened applesauce and 3 eggs.",,"Sugar, Enriched Bleached Wheat Flour (Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Vegetable Oil Shortening (Partially Hydrogenated Soybean Oil, Propylene Glycol Mono- and Diesters of Fats, Mono- and Diglycerides), Leavening (Sodium Bicarbonate, Dicalcium Phosphate, Sodium Aluminum Phosphate, Monocalcium Phosphate). Contains 2% or less of: Wheat Starch, Salt, Dextrose, Polyglycerol Esters of Fatty Acids, Cellulose Gum, Artificial Flavors, Xanthan Gum, Colored With (Yellow 5 Lake, Red 40 Lake).",,,,,,,,,,,,,,,,,,,,,,,,,1,,,
048000013651,112,79296,00048000013651,966caee0-3978-11e2-a1a8-005056ab0051,1,Chicken of the Sea International,,Chicken of the Sea,Chicken of the Sea Solid White Albacore Tuna in Oil,,,,,"Solid White Tuna, Soybean Oil, Vegetable Broth (Contains Soy), Salt, Pyrophosphate.",Selenium--90%,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,"1,15",Y,,
070230107107,113,40073,00070230107107,8e4d26e0-7295-11e1-b1af-005056ab0051,1,Nestle Purina PetCare Company,,Tidy Cats,Purina Tidy Cats for Multiple Cats Non-Clumping Cat Litter,,,"Directions: use a moisture-proof cat box large enough to comfortably accommodate your cat(s). we recommend removing solid waste daily and cleaning the cat box with warm water and a mild detergent between litter changes.
1. Pour to a depth of 2-3 inches.
2. Remove solids daily.
3. Add more litter to maintain a depth of 2-3 inches.
Note: we want to remind those with suppressed immune systems and pregnant women that a parasite sometimes found in cat feces can cause toxoplasmosis. Please wash hands thoroughly after handling used cat litter. Encouraging your cat to use an indoor litter box, or properly disposing of outdoor cat feces, is beneficial to overall water quality. Please do not flush cat litter in toilets or dispose of it outdoors in gutters or storm drain. Used litter is not recommended for garden use. Store in a dry place. Product is filled by weight; some settling may occur.",,Natural Clay Product with Deodorizing system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
613008730499,114,27976,00613008730499,74f19c40-70ce-11e0-b113-005056957023,1,Arizona Beverages USA,,Arizona,AriZona Arnold Palmer Zero Half & Half Ice Tea Lemonade - 12 PK,,,"Shake well.
Refrigerate after opening.",,"Premium Brewed Blend of Black Teas using Filtered Water, Lemon Juice from Concentrate, Pear Juice from Concentrate, Citric Acid, Natural Flavors, Vitamin C, Malic Acid, Sucralose (Splenda&#174; Brand), Gum Acacia.",,,,,,,,,,,,,,,,,,,,,,,,,1,,,
041789006210,115,54474,00041789006210,e514fe90-c759-11e0-bffd-005056957023,1,"Maruchan, Inc.",,Maruchan,Maruchan Ramen Chicken Flavor Ramen Noodle Soup- Souper 6 PK,,,"Maruchan is as easy as 1-2-3...
1. Boil 2 cups of water in a saucepan, add noodles and cook 3 minutes.
2. Turn off heat. Add contents of seasoning pack and stir.
3. Serve immediately for best results. Makes 2-8 oz. servings.
Ready in 3 minutes.
Be creative with Maruchan.",,"Ramen Noodle Ingredients: Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Vegetable Oil (contains one or more of the following: Canola, Cottonseed, Palm) Preserved By TBHQ, contains less than 1% of: Salt, Soy Sauce (Water, Wheat, Soybeans, Salt), Potassium Carbonate, Sodium (Mono, Hexameta, and/or Tripoly) Phosphate, Sodium Carbonate, Turmeric.
Soup Base Ingredients: Salt, Mono-Sodium Glutamate, Sugar, contains less than 1% of: Maltodextrin, Hydrolyzed Corn, Wheat and Soy Protein, Spices (Celery Seed), Dehydrated Vegetables (Garlic, Onion, Chive), Natural Flavors, Turmeric, Disodium Inosinate, Disodium Guanylate, Powdered Cooked Chicken, Cabbage Extract, Lactose.",,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S.A
014500011015,116,8300,00014500011015,20f42920-4de4-11e1-b154-005056957023,1,"Birds Eye Foods, Inc.",,Birds Eye,Birds Eye Steamfresh Cut Green Beans,,,"Keep frozen.
Microwave directions:
1) Place frozen, unopened bag this side up in microwave. Do not pierce bag. For microwaves with a metal rack, remove rack.
2) Microwave on high for 4 1/2 to 7 minutes*. During cooking, the bag will slowly inflate. A special vent in the bag will allow the steam to escape and a whistling sound may be heard.
3) Let stand for 1 minute after cooking.
Care fully handle bag at corners marked with the red dots and remove from microwave with two hands. Hold bag over serving dish. Tear bag at notch. Pour, stir and enjoy!
*For proper food safety, cook 1 bag at a time to a temp, of 160 degree F. Refrigerate leftovers promptly; reheat before serving.
Cook thoroughly before eating.
Microwave cook time; 
Wattage=1200, minutes=4 1/2.
Wattage=1000, minutes=5 - 5 1/2.
Wattage=800, =minutes= 6 1/2-7.
Stove top: place in saucepan with 1/4 cup water. Bring water to boil over high heat; reduce to medium. Cover and cook 6 to 7 minutes. Drain and serve.
This side up when microwaving.
Caution! Contents are hot!",,Green Beans.,,,,,,,,,,,,,,,,,,,,,,,,,14,,,
076808280739,117,93145,00076808280739,73d0fac0-9d56-11e2-b0b3-005056ab0051,1,Barilla America,,Barilla,Barilla Penne,,,"Get the best from your pasta, cooking the Italian way.
1) Bring 4-6 quarts of water to a boil. Add salt to taste.
2) Add pasta to boiling water.
3) For authentic ""al dente"" pasta, boil for 11 minutes, stirring occasionally. 
For more tender pasta, boil an additional minute.
4) Drain well and serve immediately with your favorite Barilla sauce.
To open, lift tab.
1. Microwave for 60 seconds.
2. Pour sauce on pasta. Mix and enjoy!",,"Semolina (Wheat), Durum Flour, Niacin, Iron (Ferrous Sulfate), Thiamine Mononitrate, Riboflavin, Folic Acid.",Folate--30%,,,,,,,,,,,Shelf Stable,,,,Y,,,,,,,,,1,Y,,U.S.A.
029839005062,120,9077,00029839005062,14f1e300-fff2-11e0-9ca3-005056957023,1,Friendly's Ice Cream,,Friendly's,Friendly's Rich & Creamy Vanilla Premium Ice Cream,,,Keep frozen.,,"Vanilla Ice Cream Ingredients: Milk, Cream, Corn Syrup, Skim Milk, Sugar, Whey Protein Concentrate, Whey, Buttermilk, Vanilla Extract, Guar Gum, Mono and Diglycerides, Xanthan Gum, Carrageenan, Annatto Extract and Turmeric (for color).",,,,,,,,,,,,,,,,,,,,,,,,,"10,13",,,
043000029220,121,122235,00043000029220,9a8debb0-2c43-11e3-b89d-005056ab0051,1,"Kraft Foods, Inc.",,Maxwell House,Maxwell House Ground Coffee Original Roast,,,"Brewing instructions:
Maxwell House coffee - 1 tbsp - 1/2 cup (8 tbsp).
Servings - 1 - 10.
1 serving of water is 6 fl oz (3/4 cup). Makes 80 to 90 suggested strength servings.
We recommend using the chart above and fresh, cold water.",,100% Pure Coffee.,,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,"2,15",Y,,
077567254269,124,1501,00077567254269,05574e30-6ded-11e1-b895-005056ab0051,1,Unilever Bestfoods North America,,Breyers,"Breyers Vanilla, Chocolate, Strawberry Ice Cream",,,,,"Milk, Cream, Sugar, Strawberries, Whey, Cocoa (processed with Alkali), Tara Gum, Natural Flavor.",,,,,,,,,,,,,,,,,,,,,,,,,"6,13",,,
043000002742,125,6375,00043000002742,0ca6d400-71d8-11e1-bae2-005056ab0051,1,"Kraft Foods, Inc.","Kraft Foods Global, Inc.",Cool Whip,Kraft Cool Whip Extra Creamy Whipped Topping,,,"To Thaw: Place unopened tub in refrigerator for 4 hours. Do not stir.
Storage: Keeps fresh in refrigerator 2 weeks. May be refrozen for longer storage.
For Best Results: Do not thaw cool whip on countertop or in microwave. Excessive stirring or heat will cause product to soften and become watery.
Package yield: About 3 cups.
Package not intended for microwave use.
Freshness date on bottom of container.",,"Skim Milk, Hydrogenated Vegetable Oil (Coconut and Palm Kernel Oils), High Fructose Corn Syrup, Water, Corn Syrup, Light Cream, less than two percent of Sodium Caseinate (from Milk), Natural and Artificial Flavor, Xanthan and Guar Gums, Polysorbate 60, Sorbitan Monostearate, Sodium Polyphosphates, Beta Carotene (Color).",,,,,,,,,,,,,,,,,,,,,,,,,"2,13",5,,
613008717810,126,57697,00613008717810,f359cdb0-ca78-11e0-85d4-005056957023,1,Arizona Beverages USA,,Arizona,Arizona Diet Ginseng Green Tea,,,Shake well. Refrigerate after opening.,,"Premium Brewed Green Tea Using Filtered Water, Honey, Citric Acid, Vitamin C, Natural Flavors, Sucralose, Acesulfame Potassium, Ginseng Extract.",,,,,,,,,,,,,,,,,,,,,,,,,1,"5, 7",,
070662030011,127,2341,00070662030011,09035ca0-d265-11e0-affb-005056957023,1,Nissin Foods USA Co Inc.,,Nissin,Nissin Cup Noodles Beef Ramen Noodle Soup,,,"Beef flavor recommended cooking directions.
1. Pull back lid to dotted line. 
Fill cup to inside line with boiling water from kettle or microwave.
2. Close lid and let stand for 3 minutes. 
Stir well and enjoy.",,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Vegetable Oil (Palm Oil, Canola Oil, Partially Hydrogenated Cottonseed and Soybean Oil, Rice Bran Oil), Salt, Textured Soy Protein, contains less than 2% of Dried Carrot Flake, Hydrolyzed Soy Protein, Dried Corn, Dried Green Pea, Monosodium Glutamate, Onion Powder, Corn Syrup, Caramel Color, Garlic Powder, Hydrolyzed Corn Protein, Potassium Carbonate, Sodium Carbonate, Sodium Tripolyphosphate, Autolyzed Yeast Extract, Disodium Guanylate, Disodium Inosinate, Citric Acid, Natural Flavor, Beef Fat, Baker's Yeast Extract, Gelatin, TBHQ (preservative), Powdered Beef, Sodium Alginate, Sugar, Hydrolyzed Wheat Protein, Soy Sauce (Water, Wheat, Soybean, Salt).",,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
099555082050,128,123076,00099555082050,f84c26f0-31ec-11e3-a681-005056ab0051,1,"Green Mountain Coffee, Inc.",,Eight O'Clock Coffee,Eight O'Clock Original Keurig Brewed Medium Roast Coffee K-Cup Packs - 12 CT,,,,,Arabica Coffee.,,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,1,Y,,Canada
041196891072,129,84761,00041196891072,c9f28000-6b1e-11e2-b25b-005056ab0051,1,"General Mills, Inc.",Progresso Foods,Progresso,Progresso Italian Style Bread Crumbs,,,Better if used by date on container end.,,"Bread Crumbs (Enriched Flour [Wheat Flour, Malted Barley Flour, Niacin, Ferrous Sulfate, Thiamin Mononitrate, Riboflavin, Folic Acid], High Fructose Corn Syrup, Corn Syrup, Partially Hydrogenated Vegetable Oil [Soybean and/or Cottonseed and/or Corn and/or Canola], Water, Salt. Contains 2% or less of: Yeast, Honey, Molasses, Sugar, Wheat Gluten, Whey, Soy Flour, Whole Wheat Flour, Rye Flour, Corn Flour, Oat Bran, Corn Meal, Rice Flour, Potato Flour, Butter, Dough Conditioners [Mono- and Diglycerides, Sodium and/or Calcium Stearoyl Lactylate, Soy Lecithin, Calcium Carbonate], Yeast Nutrients [Ammonium Sulfate, Calcium Sulfate, Monocalcium Phosphate], Vinegar, Nonfat Milk, Buttermilk, Lactic Acid, Calcium Propionate and Potassium Sorbate [Preservatives], Sesame Seeds), Oat Flour, Salt, Dried Parsley, Spices, Onion Powder, Garlic, Natural Flavor, Egg, Sunflower Seeds.",,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,,Y,,
042000963657,131,84201,00042000963657,c2471c10-59e1-11e2-b975-005056ab0051,1,Georgia-Pacific Consumer Products LP,,Quilted Northern,Quilted Northern With Cleanstretch Double Rolls - 12 CT,,,,,,,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,,4,,
016000275263,132,131243,00016000275263,d2f74d90-6828-11e3-94af-005056ab0051,1,"General Mills, Inc.","General Mills Sales, Inc.",Cheerios,General Mills Cheerios Cereal,,,,,"Whole Grain Oats, Corn Starch, Sugar, Salt, Tripotassium Phosphate, Wheat Starch, Vitamin E (Mixed Tocopherols) added to preserve freshness.","Vitamins and Minerals: Calcium Carbonate, Iron and Zinc (Mineral Nutrients), Vitamin C (Sodium Ascorbate), A B Vitamin (Niacinamide), Vitamin B6 (Pyridoxine Hydrochloride), Vitamin A (Palmitate), Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin Mononitrate), A B Vitamin (Folic Acid), Vitamin B12, Vitamin D3.",,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,1,Y,,
070662035030,133,56158,00070662035030,ebad1571-bf76-11e0-935b-005056957023,1,Nissin Foods USA Co Inc.,,Nissin,Nissin Chicken Flavor Cup Noodles 6 Pack,,,,,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Palm Oil, Salt, Dried Carrot Flake, contains less than 2% of Dried Corn, Dried Green Pea, Monosodium Glutamate, Powdered Chicken, Glucose, Onion Powder, Dry Soy Sauce (Wheat, Soybean, Salt), Hydrolyzed Corn and Soy Protein, Maltodextrin, Spice and Color, Garlic Powder, Calcium Silicate, Sugar, Potassium Carbonate, Sodium Carbonate, Sodium Tripolyphosphate, Citric Acid, Rendered Chicken Fat, Autolyzed Yeast Extract, Disodium Guanylate, Disodium Inosinate, Natural and Artificial Flavor, TBHQ (Preservative), Sodium Alginate, Autolyzed Torula Yeast Extract.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
045300005492,134,12794,00045300005492,2da886d0-0a8d-11df-b4a8-005056957023,1,ConAgra Foods Inc.,ConAgra Foods. Inc,Peter Pan,Peter Pan Creamy Peanut Butter,,,,,"Roasted Peanuts, Sugar, less than 2% of: Hydrogenated Vegetable Oils (Cottonseed and Rapeseed), Salt, Partially Hydrogenated Cottonseed Oil.",,,,,,,,,,,,,,,,,,,,,,,,,"2,15",Y,,
016000196100,135,101159,00016000196100,8ded1b50-d861-11e2-8e59-005056ab0051,1,"General Mills, Inc.","General Mills Sales, Inc.",Gold Medal,Gold Medal All-Purpose Flour Unbleached,,,"Gold Medal® unbleached flour tips:
What is unbleached flour?
Unbleached flour is milled without bleach and has a subtle creamy color. It provides the same great taste and results as all-purpose flour.
How to store flour:
Store flour in an airtight container in a cool, dry place. For longer storage, place bag in a food-storage plastic bag, seal tightly and refrigerate or freeze. Bring flour to room temperature before using.
How to measure flour:
Spoon flour into a dry measuring cup and level off with a knife. No sifting necessary.
Cups per pound:
There are 3 1/3 cups of flour per pound and about 17 cups per 5-lb bag.
Do not eat raw dough or batter.",,"Wheat Flour, Malted Barley Flour, Niacin (A B Vitamin), Iron, Thiamin Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid (A B Vitamin).",,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,1,,,
041789001314,136,25145,00041789001314,68d61970-bf77-11e0-935b-005056957023,1,"Maruchan, Inc.",,Maruchan,Maruchan Instant Lunch Chicken Flavor Ramen Noodles with Vegetables 6 Pack,,,,,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Vegetable Oil (contains one or more of the following: Canola, Cottonseed, Palm) Preserved by TBHQ, Salt, Dehydrated Vegetables (Carrot, Corn, Green Peas, Onion, Garlic, Celery, Stalk), Maltodextrin, contains less than 2% of: Monosodium Glutamate, 
Sugar, Hydrolyzed Corn, Wheat and Soy Protein, Powdered Cooked Chicken, Chicken Fat, Spices (Celery Seed), Yeast Extract, Potassium Carbonate, Sodium (Mono, Hexameta, and/or Tripoly) Phosphate, Soy Sauce (Water, Wheat, Soybeans, Salt), Sodium Carbonate, Turmeric, Silicon Dioxide (Anti-Caking Agent), Disodium Inosinate, Disodium Guanylate, Chicken Broth, Lactose, Soya Lecithin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
051500204412,137,43443,00051500204412,b4e7e9a0-69ff-11e1-831f-005056ab0051,1,The J.M. Smucker Company,J.M. Smucker,Pillsbury,Pillsbury Best All Purpose Flour,,,"Glad you asked!
What is bleached all purpose flour?
Pillsbury Best® all purpose flour is a blend of hard and soft wheat appropriate for all uses. Flour is bleached to improve color and baking performance. This process does not affect the nutritional value of the flour.
What is the best way to store all purpose flour?
Store flour in an airtight container in a cool place (75 degrees F or cooler) away from heat. For maximum shelf life, flour may be stored in refrigerator or freezer. If stored correctly, flour will stay fresh up to 2 years.
If my recipe calls for sifting, do I need to sift?
No! Pillsbury Best® all purpose flour is sifted over 100 times so it is appropriate for all recipes whether they call for sifted flour or not. However, shipping and storage may have caused settling of the flour so it is always a good practice to loosen the flour with a fork or spoon before measuring.
What flours can I substitute with all purpose flour?
All purpose and unbleached all purpose flour can be used interchangeably. If the recipe calls for self rising flour, simply add 1 1/2 teaspoons baking powder and 1/2 teaspoon salt for every cup of all purpose flour substituted in the recipe.
How many cups per pound of flour?
There are about 3 1/2 cups of flour in 1 pound.",,"Bleached Wheat Flour, Malted Barley Flour (Improves Yeast Baking), Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid.",,,,,,,,,,,,,,,,,,,,,,,,,1,,,
