Item UPC,Top 500,ID,UPC,Item Description,Manufacturer,Brand,Distributor,GS1 Category,Pkg Manufacturer,Pkg Manufacturer Address,Pkg Manufacturer Phone,Pkg Manufacturer Email,Pkg Manufacturer URL,Pkg Distributor,Pkg Distributor Address,Pkg Distributor Phone,Pkg Distributor Email,Pkg Distributor URL,Marketing Description,Other Description,Units In Package,Packaging Type,Packaging Size,Package Information,Created,Last Updated
071300000908,168,59484,00071300000908,Ronzoni Enriched Macaroni Product Manicotti - 14 CT,New World Pasta Company,Ronzoni,New World Pasta Company,(10000242) Pasta/Noodles Not Ready to Eat (Shelf Stable),,,,,,New World Pasta Co,"Harrisburg, Pennsylvania 17112-6457 U.S.A.",1-800-730-5957,,www.ronzoni.com,"Ronzoni??® Manicotti.
Simply perfect pasta™
Enriched macaroni product.
14 pieces.","Questions or comments, visit our web site or call 1-800-730-5957.
For delicious recipes and cooking tips visit www.ronzoni.com.
We have been trusted for generations to ensure that only the finest quality ingredients make it from the field to your family's table. Today, our special flour blend ensures that Ronzoni pasta is...
Always firm. 
Never sticky.
Simply delicious.
We guarantee it!
Ronzoni sono buoni..... Ronzoni is so good!??®.
Product of the United States of America.
A low fat, sodium free, cholesterol free food.
©NWPC.",1,BOX,8.0 OZ,,05/15/2012,05/30/2012
051000076250,169,104940,00051000076250,Pepperidge Farm 3-Layer Cake Coconut Flavor,"Pepperidge Farm, Inc.",Pepperidge Farm,"Pepperidge Farm, Inc.",(10000196) Desserts (Frozen),,"Norwalk, CT 06856",1-888-737-7374,,www.pepperidgefarm.com,,,,,,"Pepperidge Farm® Coconut 3 - Layer Cake.
Coconut filling.","The light, softly sweet richness. The distinctive texture. The lush, tropical ease of coconut, that exotic fruit, inspired this great cake. Delight in its heavenly coconut filling generously layered between thick fluffy-moist cake. Marvel in the sea of real coconut shavings luxuriously coating its delightfully sweet frosting. It's cake-making at its decadent best.
Fresh from your freezer? You bet. Turn your icebox into your own little cake shop, try them all: coconut, chocolate fudge, fudge stripe, golden, vanilla, German chocolate, devil's food, lemon.
3 layer cake - coconut.
Labels for education.
Campbell's®.
Satisfaction guaranteed. For questions or comments, please call 1-888-737-7374.
-Thank you visit our website at www.pepperidgefarm.com.",1,BOX,19.6 OZ,,07/11/2013,07/29/2013
041196010008,170,28484,00041196010008,Progresso Traditional Chicken Rice with Vegetables Soup,"General Mills, Inc.",Progresso,Progresso Foods,(10000262) Soups Prepared (Shelf Stable),,,,,,"Progresso Foods Division, General Mills Cereals, LLC","Minneapolis, MN 55440 USA",1-800-200-9377,,www.progessosoup.com,"Progresso?????? Traditional Chicken Rice with Vegetables.
90 calories per serving.","Low fat.
No MSG added*.
Gluten free.
No artificial flavors.
*Except that which occurs naturally in yeast extract and hydrolyzed vegetable proteins.
Questions, comments?
Save can and call 1&#45;800&#45;200&#45;9377 weekdays 7:30 a.m. to 5:30 p.m. CT.
Visit our website at www.progressosoup.com.
&#169;2010 pet incorporated.",1,CAN,19.0 OZ,,07/22/2011,09/02/2011
071091000071,171,23895,00071091000071,Nursery Water Purified,"DS Waters of America, Inc.",Nursery,,(10000232) Packaged Water,,"1761 Newport Rd., Ephrata, PA 17522",1 (800) 682-0246,,nurserywater.com,,,,,,"Nursery® Purified Water.
Steam distilled.
With added fluoride.
Mix with.
Formula.
Juice.
Cereal.
Birth +.
Since 1948.
Minerals added for taste.
Not sterile. Use as directed by physician or by labeling directions for use of infant formula.","For more than 60 years, moms have relied on the purity and convenience of Nursery® water.
Processed by steam distillation, Nursery® is ready to mix with formula and cereal, dilute juice or drink - just open and pour!
nurserywater.com.
Purified by steam distillation, filtered and ozonated to ensure quality.
Mineral amounts are not nutritionally significant.
Source: Arrowhead Springs; Millcreek Township, PA/Diamond Spring; Clay Township, PA/West Earl Township Municipal Water Supply; Ephrata, PA.
©2012 DS Waters of America, Inc.
For a report on bottled water quality and information, call 1 (800) 682-0246 or visit nurserywater.com.",1,GALLON,1.0 GAL,,07/12/2012,07/20/2012
051000025548,172,43968,00051000025548,Campbell's Turkey Gravy,Campbell Soup Company,Campbell's,,(10000280) Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),,"Camden, NJ U.S.A 08103-1701",1-800-650-7347,,www.campbellgravy.com,,,,,,"Campbell's™ Turkey Gravy.
3g total carbs per serving.
Made with real stock.","More great recipe ideas at: www.cambellgravy.com.
Satisfaction guaranteed. For questions or comments, please call 1-800-650-7347. Please have code and date information on can end available.
Low in fat.
Steel. Please recycle. Where facilities available.
Labels for education. Save label.",1,CAN,10.5 OZ,,02/20/2012,03/19/2012
076808516135,174,74552,00076808516135,Barilla Elbows Pasta,Barilla America,Barilla,,(10000242) Pasta/Noodles Not Ready to Eat (Shelf Stable),,"Bannockburn, IL 60015",1-800-922-7455,,www.barillaus.com,,,,,,"Barilla® Elbows Pasta.
Enriched Macaroni Product.
Est. Parma 1877 - Italy's #1 Brand of Pasta™.
""Al dente"" perfection in 7-8 minutes.","Discover Barilla microwaveable meals.
Try all five delicious varieties!
Meeze Penne with Traditional Marinara Sauce.
Meeze Penne with Tomato & Basil Sauce.
Meeze Penne with Spicy Marinara Sauce.
Whole Grain Mezze Penne with Tomato & Basil Sauce.
Whole Grain Fusilli with Vegetable Marinara Sauce.
Find in the microwaveable meals aisle of your grocers' shelves.
100% natural.
No Preservatives.
Paperboard carton. Recycle with paper.
Call 1-800-922-7455 with any comments or questions.
For more recipe ideas and to find out more about Barilla, visit us at www.batrillaus.com.",1,BOX,16.0 OZ,,10/19/2012,11/01/2012
024000305705,175,19785,00024000305705,College Inn Chicken Broth,Del Monte Foods,College Inn,College Inn,(10000262) Soups Prepared (Shelf Stable),,,,,,College Inn,"Pittsburgh, PA 15212",1-800-552-7684,,www.collegeinn.com,"College Inn&#174; Chicken Broth
Easy open.
Resealable.
Since 1923.
99% fat free.","Flavor your meals all week long...
Monday: Use College Inn as a flavorful low fat base for soup.
Tuesday: Use College Inn broth to prepare mashed potatoes, instead of milk and butter.
Wednesday: Boil noodles or pasta in College Inn broth for added flavor.
Thursday: Splash College Inn on leftovers for added moisture.
Friday: Prepare the shrimp & chicken stir fry recipe.
Saturday: Cook your vegetables in College Inn broth.
Sunday: Pick up another College Inn resealable carton from your grocery store.
Protects.
Tetra Pak.
What's good&#153;
Recyclable only where facilities exist. 
To find out, visit: www.recyclecartons.com.
Flavor at your fingertips.
Tetra Brik&#153;.
Aseptic Tetra Pak.
www.tetrapakusa.com.
Please include the product manufacturing code located on the top of the container in consumer correspondence.
Consumer inquiries: call 1-800-55-BROTH (1-800-552-7684).
For additional recipes and usage tips, visit us online at www.collegeinn.com.",1,BOX,32.0 OZ,,08/15/2011,08/17/2012
043000285213,176,79863,00043000285213,Kraft Stove Top Stuffing Mix For Chicken,"Kraft Foods, Inc.",Kraft,,(10000297) Grain Based Products Not Ready to Eat Savoury (Shelf Stable),,"Northfield, IL 60093-2753 USA",1-800-431-1003,,stovetop.com,,,,,,"Kraft Stove Top Stuffing Mix for Chicken with Real Chicken Broth.
Ready in 5 minutes.
Makes Six 1/2-Cup Servings.","Kraft Foods Global, Inc.
Northfield, IL 60093-2753 USA
Contact us at: 1-800-431-1003.
Discover more Stovetop meal ideas at stovetop.com.
Carton made from 100% Recycled Paperboard.
Minimum 35% Post-Consumer Content.
©Kraft Foods.",1,BOX,6.0 OZ,,02/20/2012,12/14/2012
044600020013,177,6852,00044600020013,Fresh Step Scented Clay Cat Litter,Clorox,Fresh Step,,(10000510) Pet Hygiene/Sanitary Protection,,"1221 Broadway, Oakland, CA 94612",1-800-325-9259,,www.freshstep.com,,,,,,"New!
Improved odor-control technology!
Fresh Step, other clay litter.
7 lb. = 10 lb.
As many uses as 10 lb. of other clay litters.
Fresh Step??.
Clay cat litter.
Scented.
Carbon keeps litter fresh longer.
7 lb.","Fresh Step?? clay cat litter contains advanced odor-control technology that works with carbon to eliminate odors from both urine and feces.
Neutralizes odors from urine and feces.
Inhibits bacterial odors.
Eliminates odors 24/7.
Rewards Paw Points?? 20.
mypawpoints.com.
Collect points. Earn rewards.
The Paw Points?? rewards program is our way of thanking you for your loyalty. With every participating Fresh Step?? litter purchase you make, you can earn points that are redeemable for fun gifts for you and your cat, valuable coupons and more! Join Paw Points?? online at mypawpoints.com!
It's easy to collect & redeem Paw Points??.
Visit www.mypawpoints.com for all program details and reward descriptions.
1. Collect Paw Points?? from side panel of carton.
2. Register online at www.mypawpoints.com and deposit Paw Points?? into your account.
3. Redeem Paw Points?? for a variety of purrfect rewards for you and your cat!
Questions or comments? Please visit our website at www.freshstep.com or call 1-800-325-9259.
Paw Points and Fresh Step are registered trademarks of the Clorox Pet Products Company.
??2011.",1,BAG,7.0 LB,,03/20/2012,04/19/2012
043032027164,178,84100,00043032027164,Marcal Small Steps 2-Ply Paper Towels - 8 CT,Marcal Manufacturing LLC,Marcal,,(10000447) Paper Towels,,"Elmwood Park, NJ 07407-1401",,,www.marcalsmallsteps.com,,,,,,"Marcal® Small Steps® 2-Ply Paper Towels.
Saving trees since 1950.
A small, easy step to a Greener Earth®.
Strong & absorbent.
100% premium recycled.
You can help save 1 million trees*.
Environmental facts.
Premium recycled paper content - 100%.
New trees used - 0%.
Chlorine bleaching for whitening - 0%.
Added fragrances or dyes - 0%.
Products that are virtually lint free - 100%.
Quality performance - 100%.
Recycling since 1950 - 60+ years.
What's in your paper products?
8 rolls.","Try our entire line of towels, bath tissue, napkins & facial tissue.
Visit www.marcalsmallsteps.com.
100% premium recycled, Marcal, Small Steps, strong & absorbent, strong, absorbent and virtually lint free.
Marcal, Small Steps, soft & strong, our softest and strongest bath tissue.
Marcal, Small Steps, 1000 sheet bath tissue, longest lasting, 100% premium recycled.
Hypoallergenic and soft for that gentle touch.
Marcal, Small Steps, 100% premium recycled, napkins for any occasion.
We believe you shouldn't have to pay more for quality products that are good for the environment!
Works great & budget friendly.
Small Steps® paper products contain the strength, absorbency and softness needed to get the job done at a value your family desires.
You can make a difference and help save 1 million trees.
Being green can be easy. *If every household in America switches to any 100% premium recycled Small Steps® product, together we can save millions of trees and keep garbage out of landfills.
For over 60 years, Marcal® brand paper products have been made in Elmwood Park, New Jersey.
Paper from paper, not from Trees®.
Inner core is also made from 100% recycled paper material.
Please recycle this wrapper.
Recycling program for this package may not exist in your area.
Quality seal.
Consumer Affairs Department Marcal Manufacturing, LLC, Elmwood Park, NJ 07407-1401.
Please include package quality seal when writing.
www.marcalsmallsteps.com.
©2011 Marcal Manufacturing, LLC.",1,PACKAGE,8.0 CT,,01/22/2013,02/06/2013
013000004664,179,66646,00013000004664,Heinz Tomato Ketchup,H.J. Heinz Company,Heinz,,(10000280) Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),,"Pittsburgh, PA. 15222",1-800-255-5750,,www.heinzketchup.com,,,,,,"Heinz Tomato Ketchup.  
57 varieties.
Estd 1869.
57 varieties.
Grown not made*.","Only the best tomatoes for the best ketchup.
Our *sun-ripened tomatoes, along with our passion and knowledge, give our tomato ketchup recipe its unique flavor. That's why every tomato in every bottle of Heinz® ketchup is grown from Heinz® seeds.
Grown not Made®....
No other tomato ketchup tastes like Heinz® ketchup.
Gluten-free.
Questions or comments? Call 1-800-255-5750 visit us at www.heinzketchup.com.",1,BOTTLE,38.0 OZ,,08/21/2012,09/05/2012
013000798501,180,52945,00013000798501,Heinz Gravy Homestyle Bistro Au Jus,H.J. Heinz Company,Heinz,Heinz North America,(10000280) Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),,"Pittsburgh, PA 15222",1-888-GRAVIES,,www.heinzgravy.com,,,,,,"Heinz Bistro Au Jus Homesstyle Gravy.
Tastes like homemade.","Heinz.
For great Heinz homestyle gravy recipes and other inquiries, call 1-888-GRAVIES or visit www.heinzgravy.com.
Heinz Est. 1869.
Contains no preservatives.",1,JAR,12.0 OZ,,04/27/2012,05/06/2012
019600044000,181,1799,00019600044000,Celeste Pizza For One Zesty 4 Cheese,Pinnacle Foods Group LLC,Celeste,Pinnacle Foods Group LLC,(10000248) Pies/Pastries/Pizzas/Quiches Savoury (Frozen),,,,,,Pinnacle Foods Group LLC,"Cherry Hill, NJ 08003-3620 USA",1-800-768-6287,,www.celeste-pizza.com,"Celeste?? Pizza For One??? Zesty 4 Cheese.
Authentic Italian since 1930.
Mozzarella, provolone, parmesan, romano.
Microwaves in minutes.
True Cook Plus??.
Real??.
Made with 100% real cheese.
Enlarged to show quality.","Celeste?? Pizza for One??? brings generations of authentic Italian taste and quality. Savor every bite with mama's zesty sauce, bursting with the flavor of plump tomatoes and just the right amount of spices, delicious cheeses and popular toppings.
Celeste?? Pizza for One...
Try these other delicious varieties.
Celeste??, pizza for one???, original.
Celeste??, pizza for one???, pepperoni.
Questions or comments? 1-800-768-6287 www.celeste-pizza.com.",1,BOX,5.22 OZ,,05/23/2012,06/05/2012
041196010954,182,57118,00041196010954,Progresso Traditional Split Pea with Ham Soup,"General Mills, Inc.",Progresso,Progresso Foods,(10000262) Soups Prepared (Shelf Stable),,,,,,"Progresso Foods Division, General Mills Cereals, LLC","Minneapolis, MN 55440 USA",1-800-200-9377,,www.progessosoup.com,"Progresso&#174; Traditional Split Pea with Ham Soup.
Quality foods.
No MSG added*.
Full serving of vegetables**.
U.S. inspected and passed by Department of Agriculture.
*Except that which occurs naturally in yeast extract and hydrolyzed vegetable proteins.
See nutrition information for sodium content.","Gluten Free.
Good source of fiber.
No artificial flavors.
1 Serving of vegetables = 1/2 cup based on USDA dietary guidelines for Americans 2005.
Exchanges: 1 1/2 starch, 1 vegetable based on American Dietetic Association and American Diabetes Association criteria.
Visit our website at www.progressosoup.com.
Questions, comments? Save can and call 1-800-200-9377 weekdays 7:30 a.m. to 5:30 p.m. CT.  Se habla espanol.
&#169;2009 Pet Incorporated.",1,CAN,19.0 OZ,,07/22/2011,08/25/2011
038000402906,183,42716,00038000402906,Kellogg's Eggo Buttermilk Waffles - 10 CT,Kellogg Company,Eggo,Kellogg Sales Co.,(10000301) Dough Based Products Not Ready to Eat Savoury (Frozen),,,,,,Kellogg Sales Co,"Battle Creek, MI 49016 USA",1-800-962-1413,,kelloggs.com,"Kellogg's® Eggo® Buttermilk Waffles.
10 Vitamins & Minerals.
Excellent Source of Calcium.
10 Waffles.
Net wt 12.3 oz (349g).","How do you Eggo?™.
Blueberries and raspberries, a dash of powdered sugar, or just classic syrup. There are many ways to enjoy your deliciously toasty Eggo® waffles...
...It's up to you.
leggomyeggo.com.
L'Eggo Eggo™.
Exchange (per serving): 2 Carbohydrates, 1 1/2 Fats, 1 Protein.
The dietary exchanges are based on the Choose Your Foods:
Exchange Lists for Diabetes, ©2008 by American Dietetic Association and American Diabetes Association.
Kellogg's® Eggo® Buttermilk 12.3 oz.
Questions or Comments?
Visit kelloggs.com.
Call 1-800-962-1413.
Write P.O. Box CAMB Battle Creek, MI 49016.
Provide Production Code on Package.
Look! We're on the web. leggomyeggo.com
®,™,©2011 Kellogg NA Co.",1,BOX,12.3 OZ,,02/16/2012,04/17/2012
033200011101,184,11357,00033200011101,Arm & Hammer Pure Baking Soda,"Church & Dwight Co., Inc.",Arm & Hammer,,(10000158) Baking/Cooking Supplies (Shelf Stable),,"469 N. Harrison Street Princeton, New Jersey 08543-5297 USA",1-800-524-1328,,armhammer.com,,,,,,"Arm & Hammer® Pure Baking Soda.
The Standard of Purity®.
America's #1 trusted baking soda brand.
Hundreds of uses like: fresh box for baking.","**Amount in a serving of baked food.
Visit armhammer.com for more baking soda tips and special offers.
The Arm & Hammer® money back guarantee.
We unconditionally guarantee 100% satisfaction. If you are not satisfied in any way, please call our consumer relations department toll-free at: 1-800-524-1328, 9am - 5pm ET.
Box made from 100% recycled paperboard*.
*Minimum 35% post-consumer content.
Fresh box for baking.
Since an open box of baking soda naturally absorbs unwanted smells and odors, always use a fresh, unopened box of Arm & Hammer® baking soda to make the best tasting cookies and cakes!
Uses relieves:
Heartburn.
Acid indigestion.
Sour stomach.
Upset stomach due to these symptoms.",1,BOX,1.0 LB,,01/30/2012,02/15/2012
038900008185,186,43591,00038900008185,Dole Pineapple 100% Juice,Dole Packaged Foods. LLC,Dole,,(10000220) Juice Ready to Drink (Shelf Stable),,"WESTLAKE VILLAGE, CA 91362-7300",1-800-232-8888,,www.dole.com,,,,,,"Dole&#174; Pineapple 100% Juice
Not from concentrate.
Live well.
Fortified with vitamins A, C & E.
Naturally sweet.
American Culinary Chefsbest.
www.chefsbest.org.
2011 certified Chefs Best award.
Honored as award-winning since 2004.","Satisfaction guaranteed. 
1-800-232-8888.
Feel revitalized with the fresh taste of sun-ripened Dole all natural fruit. Rich in nutrients, fruit gives you healthy energy so you feel refreshed and ready to shine.
Dole. Make Every Day Shine&#174;.
""Diets rich in fruits and vegetables may reduce the risk of some types of cancer and other chronic diseases.""
National Cancer Institute.
The ChefsBest&#174; Certified Award is awarded to brands highly rated overall by independent professional chefs.
For more than 100 years, Dole has been committed to our environment, our employees and the communities in which we operate. To learn how, please visit www.dole.com.",1,CAN,46.0 FL OZ,,08/15/2011,09/14/2011
